;Player 0;Player 1;Player 2;Player 3;Player 4;Player 5;Player 6;Player 7;Player 8;Player 9;
Round0;1048;992;940;1060;1020;980;1060;940;1020;940
Round1;1056;984;920;1120;960;960;1080;960;1040;920
Round2;1064;1016;780;1100;980;1020;1140;940;1060;900
Round3;1032;968;760;1080;1000;920;1280;880;1120;960
Round4;1000;1000;740;1060;980;900;1340;980;1060;940
Round5;968;1032;680;1040;1040;1000;1320;1000;1000;920
Round6;976;1064;780;940;1020;940;1300;1020;1060;900
Round7;944;1096;760;840;1040;1040;1240;1040;1080;920
Round8;912;1088;780;820;1100;1180;1140;980;1020;980
Round9;920;1120;800;840;1000;1240;1080;960;1000;1040
Round10;888;1112;700;860;980;1220;1140;980;1100;1020
Round11;856;1024;760;880;1040;1280;1200;840;1080;1040
Round12;824;1056;740;900;1100;1220;1260;900;1060;940
Round13;832;1008;640;840;1120;1280;1400;880;1040;960
Round14;840;960;580;740;1180;1340;1420;940;1100;900
Round15;808;912;600;720;1240;1480;1360;880;1080;920
Round16;776;864;580;780;1260;1460;1420;860;1060;940
Round17;864;856;600;800;1200;1520;1520;800;1000;840
Round18;832;848;580;900;1180;1460;1580;820;980;820
Round19;800;880;600;800;1160;1520;1560;760;1080;840
Round20;768;872;540;780;1180;1460;1660;780;1060;900
Round21;736;864;600;720;1200;1440;1640;760;1120;920
Round22;704;896;620;700;1220;1500;1700;740;1100;820
Round23;672;888;640;640;1280;1480;1640;760;1120;880
Round24;640;880;700;660;1220;1500;1580;700;1180;940
Round25;608;912;760;680;1200;1520;1560;640;1160;960
Round26;576;944;820;700;1180;1420;1540;660;1100;1060
Round27;544;976;920;760;1160;1440;1480;600;1040;1080
Round28;552;1008;980;660;1100;1500;1580;540;1020;1060
Round29;520;1000;960;640;1040;1560;1600;480;1160;1040
Round30;488;952;940;620;1020;1620;1580;500;1180;1100
Round31;456;984;920;640;1080;1520;1560;600;1160;1080
Round32;424;1016;900;700;1100;1500;1420;540;1220;1180
Round33;392;1048;840;720;1200;1520;1360;600;1200;1120
Round34;360;1040;780;820;1180;1500;1380;660;1140;1140
Round35;328;1032;840;800;1200;1440;1400;640;1160;1160
Round36;296;984;780;780;1180;1500;1420;580;1180;1300
Round37;304;1016;720;800;1200;1480;1320;600;1280;1280
Round38;312;1048;700;740;1260;1460;1300;660;1260;1260
Round39;280;1080;720;760;1240;1440;1400;640;1200;1240
Round40;328;1072;620;860;1180;1460;1380;700;1140;1260
Round41;376;1104;600;840;1200;1480;1320;720;1160;1200
Round42;464;1136;620;820;1180;1500;1300;740;1140;1100
Round43;472;1168;720;800;1080;1440;1320;720;1240;1040
Round44;440;1200;740;860;980;1460;1340;700;1260;1020
Round45;448;1192;800;920;920;1480;1320;640;1240;1040
Round46;456;1224;820;900;980;1420;1340;660;1220;980
Round47;424;1216;920;880;1000;1360;1280;640;1280;1000
Round48;392;1248;980;900;980;1340;1300;660;1300;900
Round49;440;1200;1000;800;1000;1320;1400;640;1280;920
Round50;448;1232;980;820;980;1340;1300;620;1340;940
Round51;416;1264;920;880;1040;1320;1280;600;1360;920
Round52;464;1256;860;900;900;1380;1220;660;1420;940
Round53;432;1248;800;840;920;1360;1240;720;1520;920
Round54;440;1240;780;940;900;1340;1140;660;1540;1020
Round55;448;1232;680;960;880;1360;1080;760;1560;1040
Round56;416;1224;660;1020;860;1300;1140;820;1500;1060
Round57;424;1256;720;1080;840;1280;1120;840;1440;1000
Round58;392;1288;700;1060;980;1220;1100;900;1340;1020
Round59;400;1320;720;1160;880;1200;1080;960;1280;1000
Round60;368;1312;700;1180;940;1140;1060;980;1260;1060
Round61;336;1344;680;1120;960;1160;1000;1080;1200;1120
Round62;304;1336;660;1220;940;1180;1060;1020;1140;1140
Round63;272;1328;680;1160;920;1320;1080;1040;1080;1120
Round64;280;1360;660;1180;940;1300;1020;1020;1140;1100
Round65;248;1392;640;1240;960;1240;1080;1000;1120;1080
Round66;256;1384;620;1220;980;1260;1060;980;1060;1180
Round67;224;1416;640;1280;1040;1160;1000;1040;1040;1160
Round68;192;1408;700;1300;1100;1100;1060;940;1020;1180
Round69;240;1440;720;1240;1080;1040;1120;960;1040;1120
Round70;248;1392;820;1180;1140;940;1060;1020;1100;1100
Round71;216;1424;800;1240;1160;960;1040;920;1160;1080
Round72;184;1416;780;1260;1180;980;900;1020;1220;1060
Round73;192;1448;800;1200;1200;1000;960;920;1240;1040
Round74;200;1480;780;1140;1220;940;940;940;1260;1100
Round75;248;1472;800;1080;1200;1080;920;880;1240;1080
Round76;256;1504;860;1020;1180;980;980;900;1220;1100
Round77;264;1536;880;1000;1160;880;1000;960;1200;1120
Round78;232;1488;860;1060;1260;860;1020;980;1220;1020
Round79;240;1520;800;960;1200;920;1080;1040;1240;1000
Round80;208;1512;700;980;1220;940;1100;1100;1220;1020
Round81;216;1544;640;1040;1200;960;1200;1040;1160;1000
Round82;224;1576;660;1020;1260;940;1180;1020;1140;980
Round83;192;1608;720;920;1280;920;1240;1000;1120;1000
Round84;160;1640;700;860;1180;1020;1220;1020;1180;1020
Round85;208;1672;680;840;1120;1040;1200;1000;1200;1040
Round86;216;1704;700;900;1140;1060;1140;980;1140;1020
Round87;184;1696;680;920;1120;1040;1200;960;1160;1040
Round88;192;1728;700;900;1060;1140;1140;940;1140;1060
Round89;160;1720;680;880;1040;1240;1080;880;1200;1120
Round90;128;1712;700;860;1060;1180;1100;980;1140;1140
Round91;96;1744;560;920;1080;1240;1040;1000;1160;1160
Round92;64;1736;540;1020;1180;1220;1060;900;1100;1180
Round93;72;1768;560;880;1280;1200;1040;960;1040;1200
Round94;40;1760;500;940;1340;1180;980;980;1100;1180
Round95;8;1752;520;960;1280;1240;1040;960;1200;1040
Round96;-24;1744;580;940;1220;1180;1140;980;1180;1060
Round97;-56;1736;600;880;1320;1200;1120;920;1240;1040
Round98;-48;1768;700;780;1220;1260;1140;940;1220;1020
Round99;-40;1800;720;760;1160;1320;1120;960;1240;960
