PlayervsPlayer;Round0;Round1;Round2;Round3;Round4;Round5;Round6;Round7;Round8;Round9;Round10;Round11;Round12;Round13;Round14;Round15;Round16;Round17;Round18;Round19;Round20;Round21;Round22;Round23;Round24;Round25;Round26;Round27;Round28;Round29;Round30;Round31;Round32;Round33;Round34;Round35;Round36;Round37;Round38;Round39;Round40;Round41;Round42;Round43;Round44;Round45;Round46;Round47;Round48;Round49;Round50;Round51;Round52;Round53;Round54;Round55;Round56;Round57;Round58;Round59;Round60;Round61;Round62;Round63;Round64;Round65;Round66;Round67;Round68;Round69;Round70;Round71;Round72;Round73;Round74;Round75;Round76;Round77;Round78;Round79;Round80;Round81;Round82;Round83;Round84;Round85;Round86;Round87;Round88;Round89;Round90;Round91;Round92;Round93;Round94;Round95;Round96;Round97;Round98;Round99
0vs1;980;960;1100;1160;1180;1160;1220;1280;1300;1280;1260;1320;1380;1400;1420;1480;1500;1520;1580;1600;1620;1560;1580;1600;1620;1680;1740;1800;1820;1800;1700;1680;1620;1640;1660;1680;1700;1680;1620;1640;1660;1640;1660;1720;1820;1800;1780;1840;1780;1800;1820;1680;1700;1640;1580;1520;1580;1600;1660;1600;1500;1520;1500;1600;1620;1640;1660;1640;1620;1680;1700;1680;1700;1720;1620;1680;1700;1640;1620;1560;1660;1680;1740;1680;1740;1760;1820;1800;1740;1720;1780;1720;1900;1880;1780;1760;1780;1680;1700;1680
0vs2;980;960;900;920;980;1000;1020;1000;940;1000;980;1040;900;920;980;960;1020;960;940;880;900;920;980;1000;1020;960;940;880;820;800;860;920;860;840;780;800;740;800;820;880;900;960;980;960;860;840;980;960;940;920;940;1040;1060;1000;900;960;980;960;980;960;980;920;940;960;1020;1000;1020;1040;1020;1080;1100;1240;1220;1320;1340;1240;1260;1280;1220;1200;1220;1280;1300;1320;1260;1280;1180;1160;1140;1160;1140;1160;1140;1120;1100;1040;1100;1080;1140;1240
0vs3;980;960;980;960;860;920;860;920;780;680;740;640;660;640;700;600;620;520;580;640;620;600;580;560;580;640;540;560;540;480;460;440;420;280;340;320;260;240;260;200;220;240;300;320;340;320;380;360;340;440;380;320;340;360;380;400;380;320;260;280;300;360;340;280;220;160;100;80;60;80;100;0;-20;-80;-100;-120;-300;-240;-220;-200;-100;-160;-100;-200;-180;-160;-60;-40;20;-40;-100;-200;-260;-320;-260;-280;-260;-160;-180;-200
0vs4;980;920;940;880;820;800;820;880;940;1040;1060;1040;1060;1040;1060;1120;1060;1160;1060;1080;1140;1160;1140;1120;1180;1160;1060;1120;1060;1120;1220;1240;1220;1200;1180;1080;1020;920;1020;1160;1220;1240;1180;1200;1300;1360;1340;1360;1380;1400;1340;1320;1300;1320;1380;1360;1380;1360;1300;1440;1460;1360;1300;1200;1100;1040;1100;1120;1100;1080;1020;1120;1100;1080;1140;1160;1060;960;1060;1160;1100;1040;980;960;980;960;940;960;940;880;820;840;860;880;900;920;940;1000;1020;920
0vs5;996;964;1012;1020;1028;996;1004;972;1100;1068;1036;1044;1052;1020;988;956;924;932;940;988;996;1044;1012;1020;988;996;964;972;980;1028;1076;1084;1092;1180;1148;1116;1124;1092;1100;1068;1036;1044;1092;1060;1068;1116;1084;1092;1060;1028;996;964;932;940;908;956;924;932;980;988;996;964;1052;1020;1028;1036;1004;1052;1060;1028;996;1004;1012;1100;1108;1076;1124;1092;1140;1108;1076;1044;1012;1020;1028;1036;1084;1092;1100;1108;1116;1084;1052;1020;988;996;964;932;940;948
0vs6;980;1000;980;960;1020;1000;1060;1000;980;960;900;880;940;880;940;1000;980;960;1020;960;900;1000;980;1000;940;920;1020;960;940;960;1020;1080;1020;1080;1020;1040;1140;1120;1140;1080;1100;1080;1100;1080;1060;1160;1140;1080;1100;1080;1100;1120;1060;1120;1220;1240;1220;1360;1340;1360;1380;1400;1340;1400;1420;1440;1500;1360;1300;1280;1260;1120;1100;1000;940;960;940;920;820;880;860;880;940;1000;1100;1120;1100;1120;1140;1240;1380;1400;1460;1520;1500;1560;1580;1560;1500;1400
0vs7;1020;1040;900;840;820;800;820;840;860;840;860;920;860;840;780;760;820;920;940;840;820;680;660;640;620;680;660;680;740;680;580;640;700;680;780;760;700;720;660;680;660;600;580;600;540;440;380;400;460;400;460;440;380;400;380;240;180;200;180;160;140;200;220;200;180;160;140;160;140;160;260;240;260;240;260;360;420;520;580;600;500;560;580;680;580;600;540;600;580;600;580;640;540;520;660;640;540;520;500;560
0vs8;1020;1000;980;1120;1180;1240;1220;1200;1220;1280;1380;1320;1340;1360;1260;1240;1180;1120;1020;1080;940;960;980;920;820;840;900;920;940;1000;940;840;860;920;980;960;980;960;940;920;900;920;940;880;860;800;700;680;620;600;540;640;620;560;540;560;620;560;580;440;420;440;460;480;500;600;540;520;500;480;460;480;500;440;460;400;500;480;500;480;420;360;300;240;260;160;220;200;180;200;180;240;140;80;60;120;100;120;60;120
0vs9;1004;1036;988;980;932;924;836;868;900;852;844;876;908;900;932;924;956;948;940;972;1004;996;988;1020;1052;1004;1036;988;1020;1012;964;916;948;980;892;924;956;948;940;972;924;956;908;940;972;964;956;948;980;972;1004;1036;1068;1060;1052;1084;1076;1108;1140;1132;1164;1196;1188;1180;1212;1204;1236;1268;1300;1252;1284;1276;1268;1300;1332;1324;1316;1308;1260;1212;1204;1196;1188;1100;1092;1084;1036;1028;1060;1092;1084;1076;1068;1100;1052;1084;1116;1108;1140;1172
1vs2;1000;940;880;900;960;980;1000;980;920;1020;960;1020;880;940;960;980;1000;980;960;860;880;940;960;1020;1000;980;960;860;800;780;880;940;840;820;760;820;720;820;840;860;920;940;960;940;880;860;1000;940;920;900;960;1020;1040;980;920;940;960;940;1000;980;960;900;920;980;1040;1020;1000;1060;1040;1060;1120;1220;1200;1300;1320;1260;1280;1260;1240;1180;1200;1260;1320;1300;1240;1260;1200;1180;1160;1140;1160;1140;1120;1140;1120;1060;1120;1100;1160;1220
