;Player 0;Player 1;Player 2;Player 3;Player 4;Player 5;Player 6;Player 7;Player 8;Player 9;
Round0;1018;1070;998;1046;926;998;950;950;998;1046
Round1;1036;1140;996;1116;924;924;948;924;948;1044
Round2;1030;1138;970;1114;922;922;970;922;970;1042
Round3;1024;1136;944;1136;896;920;944;896;1040;1064
Round4;1018;1158;846;1134;942;894;990;894;1038;1086
Round5;988;1180;868;1132;892;916;988;916;1084;1036
Round6;1006;1202;842;1130;962;890;1010;866;1082;1010
Round7;1000;1224;744;1152;984;864;1032;888;1008;1104
Round8;994;1246;742;1222;1054;886;982;838;982;1054
Round9;940;1268;788;1196;1052;932;1004;812;1004;1004
Round10;934;1290;738;1194;1098;954;1002;810;1002;978
Round11;952;1264;760;1168;1120;976;1000;784;928;1048
Round12;970;1238;710;1190;1118;998;1046;806;926;998
Round13;940;1260;732;1140;1068;1044;1068;780;948;1020
Round14;958;1258;754;1138;1090;1042;1114;754;946;946
Round15;928;1304;728;1160;1064;1040;1136;752;944;944
Round16;946;1254;702;1134;1062;1038;1110;822;990;942
Round17;964;1228;772;1180;1060;1084;1036;844;940;892
Round18;958;1250;746;1178;1010;1106;1034;842;938;938
Round19;952;1200;720;1176;984;1152;1032;888;984;912
Round20;946;1198;766;1198;1006;1102;1054;886;958;886
Round21;940;1172;764;1196;1004;1076;1028;932;980;908
Round22;958;1122;738;1218;1050;1098;1050;930;954;882
Round23;952;1096;712;1240;1072;1096;1024;880;1000;928
Round24;946;1070;662;1286;1022;1142;1046;878;998;950
Round25;964;1068;612;1260;1020;1092;1116;924;996;948
Round26;982;1090;610;1282;970;1114;1138;874;994;946
Round27;1000;1184;632;1256;992;1112;1184;824;944;872
Round28;946;1182;654;1302;990;1182;1158;894;894;798
Round29;964;1156;628;1300;964;1180;1156;940;892;820
Round30;958;1106;626;1298;938;1202;1202;914;890;866
Round31;976;1128;624;1296;912;1128;1200;936;936;864
Round32;970;1078;598;1366;958;1150;1198;910;934;838
Round33;964;1028;596;1340;980;1124;1172;908;980;908
Round34;958;978;594;1386;978;1122;1242;882;978;882
Round35;952;1024;640;1384;928;1096;1192;904;1024;856
Round36;946;1046;662;1406;950;1094;1190;854;998;854
Round37;964;1068;684;1356;972;1044;1188;804;1044;876
